filename	client_id	source_clip	duration_ms	up_votes	down_votes
speaker_029_435fb74c25c3.mp3	435fb74c25c3c55c31e397d6d2090a2e36c13b703cf84ccf59b14b6a9b1e7158694e2b05686f982b256897841f6f8c5ec091f6c0226d38b6f6acb99ed2d26293	common_voice_en_10967.mp3	3000	1677	190
speaker_030_bdb9e7b61df6.mp3	bdb9e7b61df6b42158b76c3610b9209b09e9c9dd62eddd23c8957bc48183d3bd80dc450d0b44de874448c394e28becae04fbc03f1c9c2db817bde974ee05436e	common_voice_en_135369.mp3	4776	1598	153
speaker_031_dcac4ff5a983.mp3	dcac4ff5a9838d81c23810b05e38208bdc9342e7b45d655aab4ba7b8ed9d4b8688d7275bf9d0f5cfc9b8a23a4fbe395adb8ed17a11b02241ea1fe18f2b9ad997	common_voice_en_15735569.mp3	4248	1562	96
speaker_034_add467545a59.mp3	add467545a59909f7c7f1a8392136b68ca4ea82d21285af310bbf6a05ee1d5a0f829073604413d5f49c753e9b57d759585062441014ce4b393f4c0bc49f7d1bc	common_voice_en_17250414.mp3	4224	1408	24
speaker_035_aa6a3aa058c0.mp3	aa6a3aa058c055c002460ec3d6f0e7c8d8980340aace24f949c92d201336f60d62fb7dc3b6f0033ef14dbe8f9338a8409b3f1c22d741be34c95a93b3e959cf32	common_voice_en_17557439.mp3	4632	1319	23
speaker_036_d0b62ac1e57e.mp3	d0b62ac1e57e267f16088ee614cdaf09a9826c3b704ce2f79746ef16e248c19f9ff54ab124c25647def1f4414dc2a510eb8b6cfd3a41ae6681571b91b2a6f9df	common_voice_en_17246191.mp3	4176	1314	78
speaker_037_fbb436f58f44.mp3	fbb436f58f440edb21053addf04bd4e564e110b64ebbb0eaeb8daf2d23f3590fd36f02d629c72d59876992c62b4a266aebc1ed5c3e05df7e37439d43916d1f2b	common_voice_en_157840.mp3	3576	1306	47
speaker_038_cc7cc15dbf19.mp3	cc7cc15dbf1966fe301042b960b06893a68fd036d88915f4267b56d3d1dbd2c4aff1078274af41f50a01168b66f71b1ef9b9b12a6a64747dd70329071684590d	common_voice_en_13781173.mp3	4920	1284	39
speaker_040_ec293248c910.mp3	ec293248c910c28091014fec13d47bb69cc84f0b265ad0536d7e39390f3de510ab879fa3c23797defe85d8c846a4e148c971e28da6a90a647a9bc37eb03362bc	common_voice_en_119948.mp3	4704	1265	153
speaker_041_b54335ce95b5.mp3	b54335ce95b5b62c9877179e87db27836bfd48dea9db450ab3d81b2b2c97fcedc0e8d23dcf33aaa7eaef4d9477cc20299e81ffa79a1fd9b0cf241c98becc739d	common_voice_en_16875742.mp3	5376	1245	39
speaker_043_fce08c366ebd.mp3	fce08c366ebddbe5883c35b6ebee2779fe3568376f0631e59d2d80fd6b150f603373e3be1d776f91345470d2acddc884d9f4fee0e68474aaa6ea023ef1b6a1e5	common_voice_en_17386665.mp3	5016	1198	41
speaker_045_730ff605e95b.mp3	730ff605e95b4928c248f92833b5aadca6b22b55720cf5afdefaacac9882555b4fd1475a8a821809c5f8dc988e499618f6a805d41ade30c70c3b2b6d5ed8ed6d	common_voice_en_16212.mp3	3912	1187	42
speaker_046_c5e6fd979dbd.mp3	c5e6fd979dbd161abf0a06095a27ae6eef6fe2eeca9cf50588d911623674a0a7d8057137559b416189d982182f4613294d17d57a6d422683f2b7c959db089f26	common_voice_en_17281981.mp3	3480	1170	40
speaker_049_4b799abf92c3.mp3	4b799abf92c31baa92fca19e06663270ce8c3308fe5042b96a8601530ae4b8983765d0936e7f00606d80e769d31a19fe33a9761260f6ec9d0b90850b9c1ff6c6	common_voice_en_17411065.mp3	7416	1138	78
speaker_050_6b3579133fec.mp3	6b3579133fec8726891750d1bac07a84fbee4acb18bfd7ece34c3771c6e08fc5f8a59a745c47ee8ea94f190b9bcd1037bf1eaf055a66769c435226807f61f8f6	common_voice_en_17264524.mp3	4296	1107	56
speaker_051_36aa24c8ddec.mp3	36aa24c8ddecc11bea620c5c9ee047379f5732891ff8dbf192d03fe8058325d9dcf9634a2179885f00687843c688ed218592ce00ce04541dabfc1fdcd3d92db1	common_voice_en_13301.mp3	3504	1101	41
speaker_052_622e6181fea2.mp3	622e6181fea2fa95124761c502fa46a6e649e551098c4423ab5b62954fb4cdef87019cebe3ea16c3ad0a4414bf21a8e27f381f87dda8764d29bc36698a9d6feb	common_voice_en_17363391.mp3	7992	1087	34
speaker_053_ceb29bce299d.mp3	ceb29bce299d412cf9d4e01e6302cf2dfc4cd13ceea6b102df56458af0c95475179b3445c705441a69ae54ec6ecb7a08207808cebd40a7cecc94250c82e49785	common_voice_en_128580.mp3	6504	1078	75
speaker_054_103b0eb5778e.mp3	103b0eb5778efbfc4389abe411a125df90437d150bc0f39b398dbb8b5f0b309ffe7e4a2a6e29a3694fe1a4de11cb784ce2db274e754e0f7f541c35704187d3ec	common_voice_en_17250438.mp3	5376	1060	98
speaker_055_a1e62e8e91e0.mp3	a1e62e8e91e045ae6c344d53922255f484868cb798cbd4d5a9fa9a9894b10dca6a30db106b2b049d846c85ff673f5eb04c7a214d697afd771d28332638936aa6	common_voice_en_10308762.mp3	3984	1057	23
speaker_056_b1458b769af8.mp3	b1458b769af8fc8254b5dfe6ec1188f2b495edc6e345ad3e95d6239c86658baff929458bbb57f034b642a3b024cede80fff1623360a531afc77f11a847bc0edd	common_voice_en_17411415.mp3	3624	1045	21
speaker_057_93a5d68bb49a.mp3	93a5d68bb49a2aa81688b59d1db28f6fc04297bae84ea9a09f032ce4c629ede4ef32debb884a5afe6f4e544ce5846c18e62edd17ca1f63821ee5b218def88512	common_voice_en_121648.mp3	5304	1032	109
speaker_058_412384eaa096.mp3	412384eaa0964f467b125cc7657ab2fc1fef0669aefecc900b0727e9ac515ec6ff2a5592e9f0f6318d8fea53f1b1df50bbd9904d7e989aa28d2ccfe66af76b49	common_voice_en_1001.mp3	9048	1028	177
speaker_059_8cc960ae4dc2.mp3	8cc960ae4dc2e48a80491406e15de37ae578c2b770d304387698b290546a9884bf8d366aa5a4b63f01f09064250ececa06bbc7675a630e128a0b3a3bfd555a63	common_voice_en_13578.mp3	5976	1004	48
speaker_060_be3496638824.mp3	be349663882400f4bc7a15148239610783b92069946153359aeafc06ff5f9af1dff68a1ddaf5f717461d6190f3f59691cae4a7af12732b460fdb818eab59f89b	common_voice_en_111192.mp3	3792	988	19
speaker_061_c0b583476807.mp3	c0b583476807fc51401c6064438fc25a4a8d35703ad4c82b6e3aba4165b1b4d8e96499310ae12e59865be5cca5131ce9ae42e9973df62e522e152764929f38f2	common_voice_en_17291571.mp3	4056	978	131
speaker_062_05f0c617d0bb.mp3	05f0c617d0bb26cf3045f87575df947c51418705608786061136b4e97b06b80c4ed5d164225e74e48fb3c7f007334f7c2242ebd0b418c788ff6fb2c187f4d402	common_voice_en_17371584.mp3	8592	975	27
speaker_063_66f0ab0f5d48.mp3	66f0ab0f5d48f7bbccb1cdad1ec0487b4524ca18acf80e86a9a6f78b48f55093531dcc29fbb4a76369f8eb1bbcb5709eb186a0d21479b10213e2442676eba6bb	common_voice_en_17270183.mp3	3960	975	35
speaker_065_22dd21ffb5a9.mp3	22dd21ffb5a94b4800ab81a550313962ac4274b338386a87f5f98a319ce8778b6a423b1c90bbf641ded3bf0c6df4f522a201f7f51fef1df7e6fa01a5eb640c39	common_voice_en_17561831.mp3	3336	954	54
speaker_066_73a931d5f7bb.mp3	73a931d5f7bb11eb8d69ab9b02d0c02c71018a5357e4a85d51a36449c0265bbceae2e053716d392f05471d14c2da17fdcccca6dce34d46a67271fc4a4b5551b5	common_voice_en_156040.mp3	5736	941	69
speaker_067_3f15e2fece31.mp3	3f15e2fece31ee9305b7c1949128fad62cf72c2f4602217adaa39de119034476f3d567d6428b08fa5cded2f5220e8ec2908a86f35621a6825433b3393d59d942	common_voice_en_141929.mp3	5496	931	42
speaker_069_688632e24cd4.mp3	688632e24cd4ce5912c79bc257cf15f99225e221f80a4b43efc0e40b2e5233ae2304a4ebb0d4c3e42ff8d0b083ab8f2cc7d5e61b1519b306afdb206bf51d54ec	common_voice_en_17277123.mp3	5256	924	22
speaker_070_eb9077114ebd.mp3	eb9077114ebd8c01b44f2a4398c9ec90b20264d40473c953498d1f2f3210d06725dbc6aa23439b75bf7146810c3cecce6cb050ebf275ee956a0f066324d5880e	common_voice_en_17283594.mp3	4248	923	80
speaker_071_72384e582e15.mp3	72384e582e15053a45638dc6e8e6818b96f32c39dab0150733f599098400addd8637319f13d90d93dec33c07da4b0653036943c13d7e42e61469af42f458fc3f	common_voice_en_17440423.mp3	4944	879	122
speaker_072_33acedb4c9a7.mp3	33acedb4c9a7129a32f4a2146d56be337a5f63c9d5683a987415db2d8fd4535c20883ecf34a334ab1a201d9548f2f1d3c3c4621a36575a535d533f02f7831f26	common_voice_en_17254089.mp3	7056	847	42
speaker_073_3c0d9d6a3b88.mp3	3c0d9d6a3b88c93768a45f673941a03b112625587ce881d44fffec82fa33a69f4b57efb6b6882a8f8bff868d6f6ab7e850af4724dd394508b6e54d8262274bed	common_voice_en_15788295.mp3	4944	846	109
speaker_075_373f531aa159.mp3	373f531aa159f0f5d79b02b83312f34d080acf8442e47d355880de320811195383799d0ca4af450cdb8627d3944f4d7634826b32677fef653cfd48bea0b6645f	common_voice_en_12361.mp3	5040	820	38
speaker_077_cf8a4971b1d4.mp3	cf8a4971b1d4b02e2288c478fdf1f3752897c8865f6b66c71190942fed56c4790d057cbece75cdfa1a9fda1d9d7e3879d0f7c5db944a53047c5f50be921c5298	common_voice_en_17259163.mp3	6480	813	17
speaker_079_9589554d8179.mp3	9589554d8179c222ae4f6cc46af845e5da0a007dc685557b1c2148ae386a476e9a9a4cb12f5790a1efddb03509b905aff5c2fcf5b6a580ca26d98d626c261f6c	common_voice_en_17266571.mp3	4104	797	24
speaker_080_2ec83f7b270e.mp3	2ec83f7b270ee438a01bf62f625c93bb018a604841f910f92b5d1747bae4a24a48fbb1221613365c8a80ba63ef487318eca2dcf35998b3d4f640ed5ad1723301	common_voice_en_17292680.mp3	4608	781	99
speaker_081_ce72da759902.mp3	ce72da759902e903f4f3b772601638243cd429eed561562f2a5a9ef995a5f277d5523256e9b5a3b8eeb1d2f3e83aebb9609f0cd65611bed37567d858335dc7cf	common_voice_en_17390151.mp3	3936	778	35
speaker_082_0d071699a4ef.mp3	0d071699a4ef1a3005c14702b6c72ec80b55032a96bd2aab4b5a321307c9929352bdbbc21de6c2fb605d72a6921550e2edefab042ad6467c35cf7e815204d38e	common_voice_en_13547224.mp3	4224	772	56
speaker_083_60e45fe6f2e9.mp3	60e45fe6f2e94a4bd381a72531cd44c2c746723b8c81c4642ce9cc4957cce17c2c286dcf1b214b69b0f204eb53ad33e3f969770f498f502632a9f7288b7dacca	common_voice_en_17388626.mp3	3792	764	34
speaker_085_1a04e2db0811.mp3	1a04e2db0811ed32e8a7230aca7606d3711ffa053abeb35696f1789c55ae4d3e8a7a794af8892192f6c88b5339e6891ead6af77405608d5e13cd8634d5c9608d	common_voice_en_132184.mp3	4776	758	78
speaker_086_0a418a567872.mp3	0a418a5678721353da80d2ca2abb89df1cf6da912135762ff0b046ee50725ade5564d71329e2bac85ce57069b17818d51b24b7db84f0440758860882d5af9c48	common_voice_en_116285.mp3	3744	754	13
speaker_087_5027771311b0.mp3	5027771311b0087acdc4049864113518554dbd612b46573e69b63cad26ea81eb196fc2a6436bc9d88bd28a87722221af74326d0e84fff936232543d4be1dae56	common_voice_en_1365.mp3	3864	753	22
speaker_088_9950f069efac.mp3	9950f069efacbbf005271d27308c0ec3704c20b338d14dd690fe11cbab56a2bae7fd50efe36e5417246e72b6c2b2b469e95ac53e085fe7698124034460ba7461	common_voice_en_157.mp3	4224	745	83
speaker_089_6f14b0930650.mp3	6f14b093065038d5f48b252d65377fc2603a358a255c2cce78eb37da151437cadc03b5b8631b7785cf998a12b41fe7e0db219f49855f2cd4c494e7ef8bfb58bd	common_voice_en_1290168.mp3	4176	742	92
speaker_090_cd7a1ed8add3.mp3	cd7a1ed8add381b1b62f0f69ef437330c14dd635286c46fc78880d5904e3d5b50dc95c32aefccbcce34462cbbded4e7a2e6d08741b244ea2a9b6ec56cd508c67	common_voice_en_15904382.mp3	4584	740	90
speaker_092_0f181b6e11f2.mp3	0f181b6e11f2bffbc3da90017030d9058846d743a9d2a174577bb2c36f7306cd32bd305f1791573aeca91a55b2e4b25f39ca1cae8f254f7422f1f0d3c34884db	common_voice_en_17159.mp3	4416	734	21
speaker_093_c561f370b1dd.mp3	c561f370b1dd674b17a2665ed6b9bf1150b768f80e1d46f4174184448fb519b946ce2999a6449b6a1f6c5d7574ef13da6119ef20f027185f6b280f952e61754a	common_voice_en_1470.mp3	3624	731	180
speaker_094_291d9dee87c4.mp3	291d9dee87c44e4aa35b3dcc9263a1dde89e2f73aa22e93ca3003e29b906d82e28bff26cd3e3a780c543929bef2cf4f2eec00cf36b9683097687488180d68943	common_voice_en_16015292.mp3	3312	727	63
speaker_095_862d569c1af2.mp3	862d569c1af2f6dbf373bb573cb292f7c0fb553e84fb108cc4584406d237bf1a7692a6714d4d6da9417531e9371d9e02b4b74be6d1230dff32ec2467b5457e61	common_voice_en_139338.mp3	5088	719	31
speaker_096_4389a887e640.mp3	4389a887e6409a9de4e717cc1843591b584e048cd22a3d17cad3cab7fbbae9c90c3df28e8037d7158a17c942368b6a50606b8c6fa4d3f4863307d4f1ab04fd26	common_voice_en_17324856.mp3	5352	716	28
speaker_097_44a775a22921.mp3	44a775a2292181986e9cc35d5c1b6e3577ef93d5b9dc0c8052a85aa92b08a0fcd73e54d4b6c500fb141d5e2dea4cb9e4108029d64acccc9118a99a7dfed99224	common_voice_en_149399.mp3	5256	714	36
speaker_098_f600c480bfab.mp3	f600c480bfaba6452b8b7bd38868e62758ae21d3abd3708f9a1e8280b268dbd2d45154aa6cc5b457976216c8d9f1c543ca0a5ec5cedffc1e307b19481ece9674	common_voice_en_17413443.mp3	4632	712	27
