filename	client_id	source_clip	duration_ms	up_votes	down_votes
speaker_013_e472ee9e6d56.mp3	e472ee9e6d568604553cf0f5da9a1e6dfa0783fc17772c41e2b3d9a3d54a2c160975c7ba873934a0b9adf040f0939fe30d890eccdc3a8ea76df4d55aa87f4e01	common_voice_ja_41946760.mp3	7380	12	0
speaker_014_9e367176533e.mp3	9e367176533ee3512e562524ba28a434cb2c21ff55a6547329bd7ad83fc871f34d15e81acfa212d71eb81ac7594e15086fedb98ef912b27ec531e4d8b61cef26	common_voice_ja_43648734.mp3	5976	8	0
speaker_015_c26b5026d437.mp3	c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22736459.mp3	7896	3	0
speaker_016_f3aac8b73f15.mp3	f3aac8b73f15dcfb4668ade9b718b4395e5def702b34192f26923e3c68124a26a96b1fce65f97dcaba8e97ba4ee3ce4950295e844ac8f0b5bb9ad7289d602286	common_voice_ja_37451350.mp3	3780	48	2
speaker_017_2adba246654a.mp3	2adba246654a988ff61d64fc68c8a97643047bbd5c47fadfb5c6d813fadf1497725058d37e1f05d2ea5a5b303c7a5193338b4b8803f8e0ec8cfbd4b7cffcb786	common_voice_ja_28184782.mp3	9288	3	0
speaker_018_b5ccf3bf7c65.mp3	b5ccf3bf7c652f3b015c3093f0ed8b682530455fcb2b9b950ad33c55c5b1e262d990bd7b1cefc1a4afd9a0e71dc42d1bd2fdee967688ff05ac60ec4e5457334b	common_voice_ja_36927437.mp3	3780	60	10
speaker_019_45c9ebd0ae18.mp3	45c9ebd0ae180023cb8590831e0d74655f52fa5480fd56c6eff412e2cec9d30fa40b6ac683d30a0c8d9dc8004323860c65b3f61c244294f2a9d43d9488826c25	common_voice_ja_35948540.mp3	4068	39	36
speaker_020_8ca1bbc6858e.mp3	8ca1bbc6858edef3420c8a5611c792c9b4d5ada46afbdfb240e5f654cb847570da0895b703081cb79317dd2711a4fe340e9ffae58799da5564db00b2875e1670	common_voice_ja_37657066.mp3	8028	45	12
speaker_021_dc81e43724ca.mp3	dc81e43724ca26fee1f3798e7172f2b50513aaaef03ca8c03ccf1ecfe80db13994613a839d2f05a5d731c1c15d55d94571dc06928344ee8276e8ae1a88619d95	common_voice_ja_39524458.mp3	7452	10	0
speaker_022_b672c364242e.mp3	b672c364242e6f9f655105f7879e0df7b3f43e0dce2fbd2734b833aefa79ea555cff9cb46db14c73c65308657fbb1cc5a880aaf43af5aa78e7fb101eaf53f986	common_voice_ja_27695513.mp3	4644	3	0
speaker_023_d9597f21cb60.mp3	d9597f21cb6007fa86455ca024bf65b69f42a5b2400370c55e6089cf27ae0c77be8fe4af6eba558812a1e5b0741bbe9d34c1d2288d0411b4c60a95e0f503ccfc	common_voice_ja_27695233.mp3	5832	3	0
speaker_024_53a01817659b.mp3	53a01817659b955b3c01521e7ca33c3d85b919f42d03a3ac1c71bba21001fca15449a75517a155be41e71f6fc20759cc3f96e76ffa2049bb5b9d9dfcc3444b44	common_voice_ja_30688253.mp3	7020	3	0
speaker_025_0f8f304ca1ab.mp3	0f8f304ca1abbdeef5bb0583262d2fad5dacfd0d378c2adaea50c3fc7157db00a4257fc55d2836b189eed7b67e49af61cfe01b334016588700ce79bcc45ea612	common_voice_ja_37581740.mp3	7956	14	5
speaker_026_f1fcfd0f4786.mp3	f1fcfd0f4786a2ae1824c26c1b03399299cf6368366f86097282c1cba661deeb56517dde928a445d917c5e62e8272f38d6fffe72043eed765990c368470ded57	common_voice_ja_37120230.mp3	5688	141	9
speaker_028_70a7ca54d459.mp3	70a7ca54d4594eb37bdb0d588c900f94e4e174bbd95e2b0527de0a753ac3619b28adf73d9e7a13f95fd2c718e82b3d7519acc7ccc7962f91d8a8438651e52ad2	common_voice_ja_36298016.mp3	4032	30	0
speaker_029_debaa03f9928.mp3	debaa03f992858f2048a4b24ee44153186fa4b35d308aaeada8e2ffcd2a332072d01be322843a3158353850e30d4ee486c1f7b5d52260969d4d3c6d8c44ebd9a	common_voice_ja_33734752.mp3	3348	6	0
speaker_030_78b8d1b530d5.mp3	78b8d1b530d59767e467a00796835d8f03e9ab75d7f0ec3904ffe4e27e1e707cd7c7a0e82e6abae24f22f32442531ed3adab8da77a86fc786e7561f631af16c9	common_voice_ja_35118353.mp3	4896	4	0
speaker_031_8da19046583d.mp3	8da19046583d525bb12621da0aa66f4af933c3ae8769c895e2ed9a0544ca79cae9d07812b1f96ff20fcc14b0e5aeb5f4759a003e8d32ffaa31c9efecafe03369	common_voice_ja_30687852.mp3	4680	3	0
speaker_032_e63077fee9e9.mp3	e63077fee9e90cccdb085fe2dda715c9730f13a593f29fafc9d035f7f37c6e9b91b9fe1d0cef2eb321756e6b656a7efbbd52aaf09ed1f8ad843191e972ad3b57	common_voice_ja_41897260.mp3	4536	4	2
speaker_033_59cc0d3a6bc8.mp3	59cc0d3a6bc80e54cc14a757612ff52e9ba1f1f50c5f7a57c81b891775e2e3ffe721e384bed2cb0fdf9b8ba1475d5ac27e23379639ecf112a78366c45f0bbc1a	common_voice_ja_37543591.mp3	6012	33	3
speaker_034_3e5442a60675.mp3	3e5442a6067551e818b60b87ad7672546210e2d9a577c2ff6e3a050e5336263c0247889292433358fb2eb405b518de808d6b453779b39ff9684da57859485894	common_voice_ja_39512527.mp3	5688	14	0
speaker_035_dd783030d2b8.mp3	dd783030d2b8d3bf7b603fc631e46168cb62a0cb7febdd90c99b00d7d9537f3b4486bd867275994915af95c34a684e12d7faba28d234bdf3a94399bda305c34b	common_voice_ja_41851035.mp3	3348	4	0
speaker_037_97f38629e8a3.mp3	97f38629e8a34c2f19bdaee6b6a33e1a2ef51f27df3cb73415b6006c0d076bf3a8b1c3bd765af27e36b8a8afb8f712b7fd9d7ed8aa0194987ec58d2a581e5df5	common_voice_ja_37180573.mp3	5580	11	0
speaker_038_fa40784c77e2.mp3	fa40784c77e2e35ceae9d579f5d02b05f407025e5b6eddb598125f439be32d908c3b10f62b1bcbe3816b23e0fc448362ce37a6aae46b9a4aa81444833ec087e5	common_voice_ja_37549211.mp3	8568	32	2
speaker_039_c39ab9ed59f2.mp3	c39ab9ed59f2c7eb593ac8c3b423a300694a6d63e8e4f7bb845cc0ddf44a3ad9a28ecc3455d61104fe6a386c2b55d67f001463bb53169bee0341e55979ff2b2f	common_voice_ja_36489299.mp3	3132	18	0
speaker_040_473e7a57e696.mp3	473e7a57e69655d4a14236759c4b5ff8337909c79ffb402fbba40733ab6357bcf15ad6dd6fd0048b4298b6d254e1ed7c321a80179ec896c76fccd6e5913e6967	common_voice_ja_38853891.mp3	9756	72	8
speaker_041_36b0f2924199.mp3	36b0f292419935f9d9f961d1194b60d8472f9eda4388e8865fec0f8e2cd5f748e13d95c69f95db4cafa2872c5f83f310680b97d05b653f8bac17c0916b82d9cf	common_voice_ja_24584989.mp3	6012	2	0
speaker_043_1ef414c9abc5.mp3	1ef414c9abc5c39e7e5c135c9de36bbfd009f3e14be0d3e05cb0a36d07e60576d86def828d8c976460126dddc1a1bacfaa469b11a421c813d5443a33e198c66b	common_voice_ja_20404725.mp3	6288	18	0
speaker_044_225f82fe72eb.mp3	225f82fe72ebae49f0ffe50587645bb29c9242b1e8444db318cf7af1d6bffc3c64cd16d125271844240df05a73c15a7b7d0dbaa5109048d008f22fa0d054f250	common_voice_ja_38888542.mp3	9288	75	15
speaker_045_fda9acd0702e.mp3	fda9acd0702e65a7dc022e8c0e98ffca67adf68c7467f77155606214039d38f8f7e4c7d37ed32ca9342119615fd10e1163a43af5b3a26804b83132b103a16da3	common_voice_ja_42097045.mp3	5724	12	0
speaker_046_38f0b7b27586.mp3	38f0b7b275866240495e79402698983e7e581151af99edfe8cee61dce4a557290a2ee19aac5b2717c92ddb96d76847c22207d8fb46e909fb2f26cb212fb76385	common_voice_ja_29766778.mp3	3996	3	0
speaker_047_6ac706d7456d.mp3	6ac706d7456d901aa4ba069feaabc2c145d54cc51302ba8994db3cc3df4cd5ce1b159e3bc01b5d9cec9c12d65c3bb3a862556f33f068f6024100d4789f5029fd	common_voice_ja_39872224.mp3	3096	132	18
speaker_049_435108c1173c.mp3	435108c1173c4ac6f59b8e8631678c7d7795d3d2044852f479a2e10f029235305a7971d528b7e97d416be873d82c60c47f39591cc38015ea6e0da4390d3e8821	common_voice_ja_38847528.mp3	6660	48	8
speaker_050_3d86fef9a9be.mp3	3d86fef9a9be77482b69eb3fbc47e2e602c7ff9bfe788ff8b8aaf99ddff78b2f612724f8b87cd2c52aee61f8d55d43f2a13bb64f71860baf9dce697f10ecab3a	common_voice_ja_41867312.mp3	4500	4	2
speaker_051_2b805c12b1e0.mp3	2b805c12b1e098ed617222fff1ad38d87b614dbed927a8f407ddf5b1a0e06c322594a3a248e86a994e16d25bc64104f94c8d5e19185530c2134f3925fccf400d	common_voice_ja_44895701.mp3	3672	6	0
speaker_052_8e5df296063d.mp3	8e5df296063d264ffe317c0ac7828f1ed72e44a975edb144a42cc873b67cd6718530fff0a595cd07ab437fdd8164f840287e987d5bf4f05dcba9fad6274267ac	common_voice_ja_20073921.mp3	6024	2	0
speaker_053_8435a3c28f36.mp3	8435a3c28f368af3efdd1cfb7ca77bbb60ab747529ddbd20301384927e36e312698963db0665c27f05b04369081b29a41bc451364a9e624909ac03a250322c9c	common_voice_ja_43603773.mp3	4860	3	0
speaker_054_a553b6ec02eb.mp3	a553b6ec02ebea2ebe88f4ce0f117416f8a4e8a194df64a7bfc5ea5f7c64d694a2a72d8d00e539858389d32c1711480e32cdd902cff8f9d29c342d266648e4fb	common_voice_ja_38649987.mp3	7956	62	6
speaker_055_b88f2897e0f4.mp3	b88f2897e0f4eb9d0d4d4a422fddbe5fec851528c3e5aba68b2b3e49d6cbbae49d6dfb9211765c91e722e013368f6483bbbb89d9624a4dbdfb43960054c92878	common_voice_ja_37510779.mp3	3420	22	0
speaker_056_e4a42336440b.mp3	e4a42336440b2fcf9869efc53d0cfaf928795e1b7a073c5ea4da6f194f3b9599938be2dcbcae73ed57ea92220e63f9f9fa77dd7a423b3a1920e0fc1105b593aa	common_voice_ja_36360871.mp3	3600	33	2
speaker_057_6b77a20f629a.mp3	6b77a20f629afd79f3dd79ff404ad95d23cc012946a7e01b7edfc01ae6e8deb5fdd7e108cea50be6ae774956f5a6b299b821eaceee284d7ef913942ce22a5974	common_voice_ja_36157044.mp3	4428	20	14
speaker_058_a8a05baeecbd.mp3	a8a05baeecbd769c4aae227d4373646294f754b1ae2f63748fca3365bc6160685248b70e25a93afe084cccf896ee0c05b340357d1522bfe92d916ba7857fea1f	common_voice_ja_41825727.mp3	4500	15	0
speaker_059_4c496a210b8b.mp3	4c496a210b8be2358d38d1d215dfc55f0ac3f70678a48f10b0bf7bc251b79b7efc8d1aec2d75c9ad2b106fa1bad70af828a8ce6cb2e63c9fbe3cb0510e05a4a4	common_voice_ja_36322111.mp3	3816	18	0
speaker_060_dda9a032fd63.mp3	dda9a032fd63f796e1994094e1c32b393657c26592eb05dc806fca82cce6c8780e01ea8a8806b2244dd9d7e38900c7c0217f1ba500e40b18c4a36b7ba2887800	common_voice_ja_30688129.mp3	3528	6	0
speaker_061_3e186ef591ed.mp3	3e186ef591ed3d370f9122c416439c374348c9f8d77f5d4119431b0cb4641e53739ac3a2273105643341586eb72fb404a2c84a6136f1c05b9e8f7453e3a3cc17	common_voice_ja_39248239.mp3	3456	72	6
speaker_062_ec2cf7781d6b.mp3	ec2cf7781d6b30f88d120464f858353369a1206eb807200ff238f9ec832cf2372122fbcbe4cdfd04c5a30556aa5cb798bce8ab16442132e6a0ab1b7f0e4c9b33	common_voice_ja_36324250.mp3	4248	38	2
speaker_063_0760e257c60c.mp3	0760e257c60c13fb1bc53ba7b8862ef9a58f0b45272f817456aedf0ee95d1859f61227f187554d5fb042aeade97bd7802aec00849b45b84dcaac7088960bce31	common_voice_ja_25288534.mp3	5976	2	0
speaker_065_12fed3376ff0.mp3	12fed3376ff0767ccccc6ffabdbb1fc1b52c0420f92b52f1a98ff2cb1f1ec9e0213a0e633948d96a3f3bb07ece4f72a5e178d3ab45138c43def2ddb6801ecc07	common_voice_ja_36313977.mp3	3816	18	0
speaker_066_d870c5c7ad93.mp3	d870c5c7ad93f34da8f0680ac3b7fccb86c8d5ba69e433377b49c11c2d25e400a4da0d2c4b981d73e615084d7dd1c65a99c1b89acb1a7ecc7b28e901fc2ad2e9	common_voice_ja_41954162.mp3	4464	9	0
speaker_067_07a7e7b35c3a.mp3	07a7e7b35c3ad5c30ff17ebac1d7bc3a73a6d29c2b33b15d7bf3acaf05b4606a6efb68d32dea009463c517220888f388c71216863a2ebfb745e106c38445b670	common_voice_ja_37532976.mp3	6192	22	3
speaker_070_8f5dfeca773f.mp3	8f5dfeca773f3286444c40a09f22d32a3cb939e80a80f687a084ca41f30a56903b4dae64a8ceb559d66c8339de5dab7a149f9bff013fa44e66a06c719d88aea7	common_voice_ja_24533858.mp3	6012	2	0
speaker_071_c593127a0954.mp3	c593127a0954adf9a7fcf352e6bf7e7f1fe9a33d519ca580101a99702f38a026c36468341670ceb454706419a4130e505ec92938408d0a866351c2abe6874802	common_voice_ja_39010351.mp3	4572	30	4
speaker_072_6a4d94080268.mp3	6a4d94080268ba90e9df466ce16b804e927f1994f1abaf29644468211a1be557fab1e02c494ac0a48d215ca708ffb88b89606ab83047b868af4cb1301c9a7269	common_voice_ja_30670387.mp3	8100	4	0
speaker_073_b4ca3157591f.mp3	b4ca3157591f159c9dc206007b6e0d4d7b2a7cff1411ce339ad6cf74cea1491b76d001e42f39d85dd0e629b11cc631918a12065669aee6e2034845b56c1fcf68	common_voice_ja_42045116.mp3	5688	3	0
speaker_075_35b3b5e9beb2.mp3	35b3b5e9beb2ea0b5bebd7227bd2a67f8534115cb9af91a939deb1faba8f757455dbfd2202265543023934ebeee76ed8dff5456d0a46b431f32e6cddd2cce99c	common_voice_ja_37665871.mp3	9648	32	9
speaker_076_e83c8bab36f0.mp3	e83c8bab36f04f54c4096c0e53ad7dcf69f79c270af1d2411c8e6351e494aeaf970a7663bcef849375d967dbff38b7b52fee057dad73e4f0a4537382b551c5d8	common_voice_ja_39256687.mp3	6516	132	15
speaker_077_a8ec885aec97.mp3	a8ec885aec979d82274d20947d59cca47d96c5fb0e29036190331cfa2bec019e8ff95e1159e780f75a1cd760682b8b8daa4c607515878df81ef566d58a9dcdd5	common_voice_ja_39025149.mp3	3420	38	2
speaker_079_e96ebb016d7a.mp3	e96ebb016d7a21a9df769e21db1f9c6286811e6456851adbdb5ff3b05c7096ae5483e2966e700dee5eeff6dd96b6a5a43db1d2edae1bc45a62ec59fbf2b1c5fd	common_voice_ja_38833604.mp3	8568	42	22
speaker_080_c886ae0e1a09.mp3	c886ae0e1a091516dfab8832dd679a4ea315f41dab39a6b23fab47c072ae2413287eb5b4cd5c468387d9d8608cf6f4f3b0d0e5a78c7c53ae36432d30c8d81b23	common_voice_ja_36051127.mp3	3888	20	0
speaker_082_d12288b68351.mp3	d12288b68351bfe17b5115c32a50fb4b6a09a7f7b3f6a83a4531673e6e8bfd9ed6e127d0a6bc6057e9fe089018bc3a97858475f28951bb03ddd250d6f953743f	common_voice_ja_38834924.mp3	6120	68	10
speaker_083_f660ed2250be.mp3	f660ed2250be7ff3d1fe5cfcce73e5c292cc3ee6d677557bfdb589d21b1fd53ea3c3a6319dd889c37144d83beb478c46fe5608b6099e03b46fbfe97a371fca70	common_voice_ja_41832286.mp3	4032	8	0
speaker_084_122c648d361d.mp3	122c648d361de4b7256d12bfbddeea977135dae831875a1811abbeaa080baa900805674fe2c3453680866ecbc95cb9f3f0eb5ccc4d05b0346b420f3e0f7db1f5	common_voice_ja_36322398.mp3	4068	18	0
speaker_085_c431b4a9ddfb.mp3	c431b4a9ddfb4db6db159f3427a6e0f8e7bda5e1225b13955a233e982d96e4537398b02004867dfa5ed15b223500d63cc8585a0d9b767a58443551bfc52bf111	common_voice_ja_36368913.mp3	3996	42	5
speaker_086_b5416e90d3b7.mp3	b5416e90d3b71f9437f73570b38b98225850511012ce19bd6267e80b27481d54f8d8a2dc54ce2fa7a55c6c15806772c33e4f9d83625be5934dd509c72adacec2	common_voice_ja_38973526.mp3	8100	81	30
speaker_087_849529715d29.mp3	849529715d29b475bfd9c076696f9a7d3b6c11acb5b24aaab44f2b2f70cf8b166f8a63769f0cac93b06e2f240c0fd992d4cfbb635480e56f2a6096923a922cdf	common_voice_ja_41981858.mp3	4788	6	0
speaker_088_9d72b694e145.mp3	9d72b694e1457af83df66a06ea813c6b25739fa0c82d55139090328e597ca144461938a32e4ec3d34e20cc3e8b651c724d9302d42a4bef5adc4b0cec0b1e324c	common_voice_ja_41954428.mp3	6372	6	0
speaker_089_6207739e2e58.mp3	6207739e2e58ba9cf1189d0f6970deac50ced629ac2a4d11a5697595620275e0d9bef49651e6feea441bc35212e83aa60af730861ffc90035ce18c159f8be313	common_voice_ja_36326550.mp3	3348	40	5
speaker_090_d408fe95e0f2.mp3	d408fe95e0f26921a3f1f39450d7cf90b00f501ed0c9533a73d54f2db6daf180fef2ee20e2f95afebdd90f760d34c5e35349e1c59a6001375c816c2ffc1f090e	common_voice_ja_41921130.mp3	3060	5	0
speaker_091_bf2621e97933.mp3	bf2621e97933ac345d5ea375397063c0c0cd01cc3bda217c538034ab630c1c122988fc8f81851789ab8700682eda84cb9abbbb5453f519908954ac35ec9a6b7e	common_voice_ja_39119377.mp3	3924	40	2
speaker_092_08c69e35de07.mp3	08c69e35de07aba8888f2f076ef31ceb20bdf1595a45d7753be1df9aa31630160df5db2d0b1e24bc9aca0f6eca6ba4483782dfc310b0fd06f2adf22fa4b72d4e	common_voice_ja_36400400.mp3	4068	28	2
speaker_094_33e54b46bf39.mp3	33e54b46bf39e85cb2a205c9ccfb6783331b01ff0702f4f262a9fb03d1771d81627c4b9c4bb48a7a09ae5908b4d98979d20eb51ef7c0542d34923a8bedbd18cb	common_voice_ja_36991451.mp3	4356	3	0
speaker_095_1daf6547c74f.mp3	1daf6547c74f1b9ba2f61945a1bc3716239dc1b530efbaa421b2e1ae1e0e702b26a387f473930b9af2e305fd848406ce7fc38f3e493accc95645846d491a8a1b	common_voice_ja_41996002.mp3	4680	8	0
speaker_097_1c56b79c3d3b.mp3	1c56b79c3d3bfb4a1175f60c07843a11e6a7354556592f5c86b2f35675f6b24c26e9c6ec009858792ebaa88235c9c90f953d96f53f92fc31876d6b61cb9a2307	common_voice_ja_39766600.mp3	3276	98	6
speaker_098_e4abe7929ff4.mp3	e4abe7929ff465277c8c43045e9dba0bf4ea38c9c77c73fb9eb8a5c3d44604b655aae5a914e6fb95fde7f251b8a170aa050a24fd5bb8984a6c071e6a110c7668	common_voice_ja_41985807.mp3	3888	6	0
speaker_099_c404e17fc007.mp3	c404e17fc0070d15ba174a27dd8494e2fa3ca7cd8480d0029172c4fb3c1ca89f80f5bd203edcd3c9eb5debe2203732a07462b2a2c6afa0becaa350d795c008d0	common_voice_ja_36353824.mp3	3888	34	1
speaker_100_5a2cde56c3f2.mp3	5a2cde56c3f22af30a8f960b95df22944a82c7fbc46dd8547dfe913e15f526b51daaaa0a6859627905e3dd995fee3d6edf01c386177e788c38ba2b57948d5252	common_voice_ja_41873669.mp3	3168	8	2
